실행일,실행,종료,퍼널,실행 담당자,제안 담당자,소재,목적,타겟,문구,예상 모수,랜딩,수단,혜택 상세,Braze1,Braze2,예약 생성 (건),이탈 가설,추가 혜택,채널,서비스 생애 단계,타겟 연령,설정 시간,리드타임,출발시각,타겟 차종,글로벌 대조군(건),순증(건),사업팀 전달,실험군,실험군_발송,실험군_1일이내_예약생성,실험군_예약전환율,실험군_3일이내_예약생성,실험군_3일이내_예약전환율,실험군_7일이내_예약생성,실험군_7일이내_예약전환율,대조군,대조군_발송,대조군_1일이내_예약생성,대조군_예약전환율,3일이내 예약생성.1,예약전환율.4,7일이내 예약생성.1,예약전환율.5
2025-09-25,True,False,T4__존 마커 클릭,지아나,지아나,,"얼리버드 da 광고로 유입한 유저 중 
앱 접속 후 20분 내 예약 없을 경우 이용시간 조건 완화된 (10시간 미만) 쿠폰 지급하여 예약 유도","9월/10월 얼리버드 da 광고 유입 유저가 
앱 진입>존마커 클릭 후 20분 내 예약 X

(
1. 광고 유입 유저: 약 1.6만
2. 위 유저 중 1일 내 앱 접속 약 1.1천)","""(광고)[쏘카] 오늘만, 짧게 이용해도 즉시 할인!

(광고)[쏘카] 오늘만, 짧게 이용해도 즉시 할인!

#NAME님을 위한 이용 시간별 맞춤 3종 쿠폰 도착!

딱 오늘 하루만 사용할 수 있는 쿠폰이니, #NAME님께서 필요한 쿠폰으로 골라서 사용해 보세요!

① 이용 시간이 4시간 미만이라면?
- 쿠폰명: [오늘하루] 대여요금 35% 할인

② 이용 시간이 4시간~8시간 이라면?
- 쿠폰명: [오늘하루] 대여요금 52% 할인 

③ 이용 시간이 8시간 이상이라면?
- 쿠폰명: [오늘하루] 대여요금 56% 할인


▼ [쿠폰 소멸 D-1] 바로 이용하기
https://get.socar.kr/zsaxis


무료수신거부 : 080-808-0169""","- 일 703명 
- 기존 96건 (13%)
- 목표 120건 (17%)",15925 쿠폰 하이라이트,"15925 (4시간 미만 35%)
15918 (4~8시간 52%)
15919 (8~24시간 56%)",,Promo_250925-1008_타겟_지아나_세일즈tf-얼리버드paid유입유저_T(Trial)지도/차량화면-이탈-카셰어링(전체)_lms_AB테스트,,,가격 초과,,LMS,,,,,,,,,,Variant,1933.0,510.0,26.0,0.0,0.0,0.0,0.0,Control,42.0,13.0,31.0,,,,
2025-09-26,True,False,T4__존 마커 클릭,지아나,지아나,,특가존 클릭 유저 대상 특가존 혜택 안내,특가존 클릭 유저,"크레딧 3천 이상 보유 유저
특가존은👉상시 55% 할인🔥
주행요금 50km 무료 혜택+{보유크레딧}크레딧 할인까지!

크레딧 3천 미만 or 미보유 유저
특가존은👉상시 55% 할인🔥
주행요금 50km 무료 혜택까지!","- 일 모수: 1.3만
- 기존: 189 (1%)
- 목표: 540 (4%)",-,"특가존
주행료무료
보유 크레딧
",,Promo_250926-1009_타겟_지아나_세일즈tf-T4-존마커클릭-특가존클릭_T(Trial)지도/차량화면-탐색-카셰어링(전체)_인앱메시지_AB테스트,,,혜택 가격 미인지,,인앱메시지,,,,,,,,,,Variant,2710.0,937.0,35.0,0.0,0.0,0.0,0.0,Control,0.0,0.0,,,,,
2025-09-26,True,False,B0_혜택 탐색 중 이탈_접속,지아나,지아나,,"인액티브 유저 (가입 30일 초과 / 예약 이력 없음) 가 앱 탐색 시 (click 이벤트 발생 시) 
인앱메시지 통해 당일최저가 혜택 노출

1시간 이용 금액을 제시하여 첫 이용의 가격 부담 낮춰주기","인액티브 유저 (가입 30일 초과 / 예약 이력 없음) 
중, 앱 탐색 유저","크레딧 보유 유저
#NAME 근처 당일최저가 차량 알림🚨
딱 오늘만, 크레딧까지 사용하면 【1시간 OOO원대✨】
가격이 오르기 전에 부담없이 첫 이용하세요 ➡️

크레딧 미보유 유저
#NAME 근처 당일최저가 차량 알림🚨
딱 오늘만, 【1시간 1000원대✨】
가격이 오르기 전에 부담없이 첫 이용하세요 ➡️","- 일 모수: 1.2만 
- 기존: 1.1천 (9%)
- 목표: 1.4천 (12%)","당일최저가
이벤트페이지",당일최저가,,Promo_250926-1009_타겟_지아나_세일즈tf-인액티브유저-당일최저가소구_B(Benefit)홈화면-탐색-카셰어링(전체)_인앱메시지_AB테스트,,,혜택 가격 미인지,,인앱메시지,,,,,,,,,,Variant,4249.0,469.0,11.0,0.0,0.0,0.0,0.0,Control,0.0,0.0,,,,,
2025-09-26,True,False,B1__배너 클릭,조단,조단,,"주행요금 무료 인앱 배너 클릭 후 전기차 예약 없는 회원
- 메인 홈 라지 풀 배너","전기차 배너 운영 시작 후 1회 이상 클릭 회원 
ㄴ9/15~9/24
ㄴ약 6.5천 (LMS 수신 가능) 
중 15일 이후 전기차 예약이 없는 회원","- 모수 : 6,500명
- 기존 : 189 (2.9%)
- 목표 : 325 (5.0%)

모수 메모 참조
기존 전환 25일 발송 타겟 쿼리 참조",,"[15918] 4~8시간 52%
[15919] 8~24시간 56%
[15926] 1~2일 60%
[15921] 2~4일 64%
[15922] 4일 이상 74%
주행요금 무료",,,Promo_250926_타겟_조단_세일즈tf-EV-전기차배너클릭회원-9/5~9/24_EX(Extra)기타-이탈-카셰어링(전체)_lms_AB테스트,,,혜택 가격 미인지,,LMS,,,,,,,,,,Variant,26975.0,1300.0,5.0,0.0,0.0,0.0,0.0,Control,579.0,15.0,3.0,,,,
2025-09-26,True,False,미접속,조단,조단,,"어제 이용 시간 활용
- 반납 1일 후 발송
- 전기차를 이용하면 {최근 이용 시간}보다 오래 타도 무료임을 알림
- 친구톡 텍스트형 활용 (친구X > lms)
- 직전 반납차 내연차 (주행요금 냈던 이용 건)",반납 1일 후 모든 회원,"- 모수 : 10,300명
- 기존 : 1,181 (11.4%) (다음 날 예약 생성)
- 목표 : 1,342 (13.0%)",socar-v2://car-rental,"[15918] 4~8시간 52%
[15919] 8~24시간 56%
[15926] 1~2일 60%
[15921] 2~4일 64%
[15922] 4일 이상 74%
주행요금 무료",,,Promo_250926-1009_타겟_조단_세일즈tf-EV-반납회원1일후_EX(Extra)기타-이탈-카셰어링(전체)_친구톡/lms_AB테스트,,,혜택 가격 미인지,,친구톡,,,,,,,,,,Variant,18894.0,1768.0,9.0,0.0,0.0,0.0,0.0,Control,422.0,41.0,10.0,,,,
2025-09-26,True,False,R1_결제 퍼널 이탈_예약 화면 진입,패트,패트,,결제페이지에서 예약 취소 수수료 부담을 느끼는 고객에게 취소수수료 미부과 조건을 안내함으로써 일정 변경에 대한 부담을 줄여 예약 전환 증대,- 결제페이지 진입한 회원,"- 모수 : 3만명
- 기존 : 36%
- 목표 : 37% (+330건)",없음,없음,,,Promo_250926-1009_타겟_패트_세일즈tf-취소수수료안내_R(Reservation)결제페이지-탐색-카셰어링(전체)_인앱메시지_AB테스트,,,서비스 설명 부족,,인앱메시지,,,,,,,,,,Variant,9924.0,5678.0,57.0,0.0,0.0,0.0,0.0,Control,0.0,0.0,,,,,
2025-09-30,True,False,B4__쿠폰함 조회,조단,조단,,"2차 중간점검
ㄴ Promo_250915-250928_타겟_조단_세일즈tf-B4-쿠폰함조회-전기차유도예약촉진_카셰어링(전체)_푸시_AB테스트

⦁ asis : 홈에서 쿠폰북 진입 트리거만 존재
⦁ tobe : 내쿠폰함 진입 트리거 추가 (or 조건으로)",앱 홈에서 쿠폰 클릭 + 쿠폰북 진입 시,"(광고)[쏘카] 전기차 주행요금 무료🔋
어디까지 가든 무조건 0️⃣원!
지금 0️⃣원에 예약해 보세요👉
[수신거부 : 설정]","- 모수 : 11,408
- 기존 : 107 (0.94%)
- 목표 : 570 (4%)",,,,Promo_250930-1018_타겟_조단_세일즈tf-쿠폰북/쿠폰함조회-전기차유도예약촉진_EX(Extra)기타-이탈-카셰어링(전체)_푸시_AB테스트,,,,,푸시,,,,,,,,,,Variant,22250.0,4235.0,19.0,0.0,0.0,0.0,0.0,Control,439.0,78.0,18.0,,,,
2025-09-30,True,False,B4__쿠폰함 조회,조단,조단,,"쿠폰북, 쿠폰함 진입 시 인앱메시지 노출
ㄴ 기존 이탈 회원 앱푸시에서 인앱메시지 추가","쿠폰북, 쿠폰함 진입 회원","지금 전기차는 주행료 무조건 0️⃣원
전기차 무료로 이용하기👉 ","- 모수 : 11,408
- 기존 : 107 (0.94%)
- 목표 : 570 (4%)",,,,Promo_250930-1018_타겟_조단_세일즈tf-쿠폰북/쿠폰함조회-전기차유도예약촉진_EX(Extra)기타-이탈-카셰어링(전체)_인앱메시지_AB테스트,,,,,인앱메시지,,,,,,,,,,Variant,3835.0,903.0,24.0,0.0,0.0,0.0,0.0,Control,0.0,0.0,,,,,
2025-09-30,True,False,T4__존 마커 클릭,지아나,지아나,,"인근 500m 내에 부름호출존이 있는 일반존 클릭 +10분 내 미예약 유저 대상 부름호출존 안내
[지아나] 일반존-500m내 부름호출존 매핑",인근 500m 내에 부름호출존이 있는 일반존 클릭 +10분 내 미예약,"(광고)[쏘카] 딱 오늘만, 부름요금 반값🎁
방금 보신 【#region3】 쏘카존 {#거리}m 거리에 
🚩차량을 가져다드리는 부름호출존이 있어요! 할인가로 이용하기👉
[수신거부 : 설정]","- 일 모수: 1.9만 
- 기존: 339 (1.8%)
- 목표: 577 (3%)",인근 부름호출존,,,Promo_250930-1013_타겟_지아나_세일즈tf-T4-존마커클릭-인근부름호출존안내_T(Trial)지도/차량화면-이탈-편도/부름_푸시_AB테스트,,,"일반존 클릭 후 특정 시간 내 예약 없는 유저는 매진되어 이탈했을 것. 
해당 유저에게 인근 500m 내에 있는 부름호출존을 안내+부름 쿠폰 지급하면 예약 전환에 효과적일 것",,,,,,,,,,,,Variant,4981.0,1059.0,21.0,0.0,0.0,0.0,0.0,Control,290.0,80.0,28.0,,,,
2025-09-30,True,False,T2__대여시간 설정,지아나,지아나,,"이용시간 연휴기간- 24시간~48시간 / 48시간 이상 셋팅 후 10분 내 예약 없는 유저 대상 부름 소구
ㄴ 장시간 수요가 많은 연휴기간 타겟하여 부름 셀링","가지러가기>이용시간 24-48시간 셋팅 후 10분 내 미예약
가지러가기>이용시간 48시간 이상 셋팅 후 10분 내 미예약

ㄴ 함양/밀양/하동 제외","48시간 이상 

(광고)[쏘카] 원하는 시간에 차가 없나요?
#NAME님은 [부름요금 0원✨]
지금 바로 원하는 차량을 불러보세요🚗
[수신거부 : 설정]


24~48시간
1) 마지막 클릭 존 region1=서울
(광고)[쏘카] 원하는 시간에 차가 없나요?
#NAME님은 [부름요금 4,900원✨]
지금 바로 원하는 차량을 불러보세요🚗
[수신거부 : 설정]

2) 마지막 클릭 존 region1=제주
(광고)[쏘카] 원하는 시간에 차가 없나요?
#NAME님은 [부름요금 9,900원✨]
지금 바로 원하는 차량을 불러보세요🚗
[수신거부 : 설정]

3) 마지막 클릭 존 region1=그 외
(광고)[쏘카] 원하는 시간에 차가 없나요?
#NAME님은 [부름요금 5,900원✨]
지금 바로 원하는 차량을 불러보세요🚗
[수신거부 : 설정]","- 일 모수: 1만
- 기존: 106 (1%)
- 목표 317 (3%)",여기로 부르기,,,Promo_250930-1013_타겟_지아나_세일즈tf-T4-존마커클릭-연휴장시간설정후미예약_T(Trial)지도/차량화면-이탈-편도/부름_푸시_AB테스트,,,연휴기간에 장시간 이용하려 했으나 이탈한 유저는 선택한 시간대에 차량 부족해 예약을 마무리하지 못했을 것. 해당 유저에게 부름 서비스를 안내하여 예약 유도,,,,,,,,,,,,Variant,2551.0,429.0,17.0,0.0,0.0,0.0,0.0,Control,0.0,0.0,,,,,
2025-09-30,True,False,B0_혜택 탐색 중 이탈_접속,이나,이나,,"1차중간점검
Promo_250910-0923_타겟_이나_세일즈tf-신규회원-가입직후이탈_카셰어링(전체)_푸시_AB테스트
- 우수 소재 B로 통일 (이용가이드 vs 혜택)
- 랜딩페이지 쿠폰 상세로 변경","가입 직후 이탈 
+10분 뒤 혜택 발송","(광고)[쏘카] 원하는 쿠폰 골라서 써봐요
➊ 길게 탈 땐 60% ➋ 짧게 탈 땐 35%
이제 빌릴 시간을 정해볼까요?👉
[수신거부 : 설정]

(광고)[쏘카] 주행요금 안내
➊ 50km까지 무료 ➋ 전기차는 무제한 무료
이제 빌릴 시간을 정해볼까요?👉
[수신거부 : 설정]","중간점검
CG: 4.8% (290 → 14)
TG: 6% (5856 → 351)
- 혜택 변경되어 TG 유지 목표","15926 쿠폰 상세
가지러가기",,,Promo_250930-1020_타겟_이나_세일즈tf-신규회원-가입직후이탈_카셰어링(전체)_푸시_AB테스트,,,"상황+시간대 부적합하여 잊음 (가입 시점이 바빠서 > 나중에로 미룸) > 혜택 후킹하여 예약전환 강화
",,,,,,,,,,,,Variant,2620.0,200.0,8.0,0.0,0.0,0.0,0.0,Control,69.0,5.0,7.0,,,,
2025-09-30,True,False,미접속,훈스,훈스,,· 최근 [연휴 기간] 예약 탐색 했으나 예약 생성하지 않고 있는 회원의 예약 유도,"· 최근 1주일 연휴기간 예약 탐색했으나 아직 예약하지 않은 회원
  - 9/22일 이후 현재까지 시간 설정하였음
  - 출발 시점 기준 10/2일 ~ 10/12일 이내 포함
  - 위 이벤트를 발생 시킨 이후로 생성된 예약건이 없음","(광고)[쏘카] 추석도 50Km까지 무료주행🌝
지금 아니면 예약이 어려워요😱
[수신거부 : 설정]","- 총 모수 4.4만명(마수동 기준 2만명)
- 기존(현재까지 전환) : 0.6만명 (14.8%)
- 목표 증분 (대조군 대비 1%P) : 180명
  ㄴ마수동 타겟 2만명 X 실험군 비율 90% X 증분 1%P",socar-v2://car-rental,,,Promo_250930_타겟_훈스_세일즈tf-추석연휴출발조회후미예약_EX(Extra)기타-이탈-카셰어링(전체)_푸시_AB테스트,,,"- 최근 연휴 구간을 탐색한 회원은 해당 기간 이동의 니즈는 있음
- 다만 연휴 구간 가격이 비싼 편이고 인벤토리 여유가 있어 최종 의사결정을 미루는 중
- 차량 매진 FOMO를 자극하고 주행요금 무료를 안내하면 예약전환 유도될 것",,,,,,,,,,,,Variant,16427.0,728.0,4.0,0.0,0.0,0.0,0.0,Control,1893.0,73.0,4.0,,,,
2025-09-30,True,False,T1_차량 탐색 중 이탈_가지러가기/부름 클릭,키네/마이클/헤브,훈스,,"· 목적 : [당일최저가] 차량 완판
·캠페인 플로우
ㄴ트리거 종류 : Scheduled based
ㄴ대상자 : 8시 30분~14시 30분까지 당일 마감특가 차량을 클릭하고 15시까지 미예약 고객 [이벤트 발생시점 제어확인 필요]
ㄴ플로우 : 당일 마감특가차량 클릭 이후 15시까지 예약 없는 경우 > 추가 쿠폰 2종 발급 > 푸시 발송

[차종구분]
중형이상 : 725,439,309,229,423,639,652,224,228,641,640,636,414,305,493
중형미만 : 218,466,357,197,217,225,411,651,223,319,356,395,213
","당일 마감특가 차량에 관심을 보였으나, 15시까지도 예약 전환이 되지 않은 고객","(광고)[쏘카] 아까 본 {{차종명}} 가격🔻
지금부터 {{13}}시간 빌려도 💥17,900원💥
🤫백혜원님께만 몰래 온 파격 쿠폰!
[수신거부 : 설정]

(광고)[쏘카] 아까 본 {{차종명}} 가격🔻
지금부터 {{13}}시간 빌려도 💥21,900원💥
🤫백혜원님께만 몰래 온 파격 쿠폰!
[수신거부 : 설정]","- 모수 : 3382
- 기존 : 1253(37.1%)
- 목표 : 1304(38.6%)
- 증분 : +51(+1.5%.p)

※ [마감특가] 차종 클릭 후 전환율 1.5%.p 증분 목표
ㄴ 마감특가 차종 전환수 보조지표로 쿼리 포함 ",15929 내 쿠폰함,,,Promo_250930-1012_타겟_헤브_세일즈tf-T5-15시전슈퍼딜차클릭후이탈15시오퍼-추가슈퍼딜쿠폰_T(Trial)지도/차량화면-이탈-카셰어링(전체)_푸시_AB테스트,,,"· 당일최저가 혜택은 유휴확률이 높고 시간 경과에 따라 사용할 수 있는 시간대가 줄어들어
  혜택의 매력도가 반감됨 (가격이 실질적으로 인상됨 → 떨이 판매와 반대로 작동)
· 오후 특정 시점까지 여전히 유휴인 차량은 추가적인 혜택 제공으로 세일즈 매력도를 올려야 함 [인벤토리 보지 않음]",,,,,,,,,,,,Variant,961.0,138.0,14.0,0.0,0.0,0.0,0.0,Control,35.0,7.0,20.0,,,,
2025-10-01,True,False,T4__존 마커 클릭,지아나,지아나,,"[2차 중간점검 유지 건]
- 당일최저가 존 클릭한 회원 대상 “마감특가 = 당일최저가”라는 인식을 심어주기만 해도 예약 전환율 상승
* 기 운영 캠페인 성과 
ㄴ Promo_250917-0930_타겟_훈스지아나_세일즈tf-당일최저가존클릭_T(Trial)지도/차량화면-탐색-카셰어링(전체)_인앱메시지_AB테스트
ㄴ 대조군 대비 1일 내 예약 증분 +0.9%p (+675건)

ㄴ 변경 사항) 종료일 없이 운영",당일최저가 존 클릭 유저,"크레딧 3천 이상 보유 유저
[마감특가] 붙어있는 차량👉 당일최저가
하루 종일 이용해도 24,900원부터!
🪙보유 크레딧으로 추가 할인도 가능해요.


크레딧 3천 미만 or 미보유 유저
[마감특가] 붙어있는 차량👉 당일최저가
하루 종일 이용해도 24,900원부터!","* 기존 캠페인 기준 

- 일 모수: 6.1천
- 목표: 2천 (33%)",-,당일최저가,,Promo_251001-9999_타겟_훈스지아나_세일즈tf-T4-존마커클릭-당일최저가존클릭_T(Trial)지도/차량화면-탐색-카셰어링(전체)_인앱메시지_AB테스트,,,"당일최저가 태그 문구로 후킹되어 존 마커 클릭했으나, 
차종리스트에는 여전히 마감특가로 표기되어 있어 
유저 입장에서 마감특가=당일최저가 인식이 부족할 것. 

위 내용에 대한 가이드와 베네핏 제공하면 예약 전환율이 상승할 것",,,,,,,,,,,,Variant,3915.0,1215.0,31.0,0.0,0.0,0.0,0.0,Control,0.0,0.0,,,,,
2025-10-01,True,False,B0_혜택 탐색 중 이탈_접속,지아나,지아나,,"[총결제요금 프로모션 연장 대응]
ㄴ 총결제요금 프로모션이 ~10/31까지로 연장됨에 따라 해당 소재로 운영 중인 자동화 캠페인 대응 필요
ㄴ 기존 캠페인 기준) 가입 7일 지난 유저가 앱 접속 후 1시간, 1일 내 예약 없을 경우 리마인드 메시지 발송 
(타겟 구분 없이 동일한 문구로 운영)

ㄴ 디벨롭 방향) 가입 7일 초과+앱 접속 후 미예약 유저를 크레딧 보유 여부에 따라 문구 다르게 노출
- 타겟1) 크레딧 3,000이상 유저
- 타겟2) 크레딧 미보유 or 3,000 미만 유저","가입 7일 초과한 유저 중
앱 접속 후 1시간, 1일 내 예약 X ","[ 접속 H+1 ]
1. 크레딧 X or 3000미만
(광고)[쏘카] 예약이 늘고 있어요🔺
🚘인기 차량은 금방 마감돼요.
【주행요금 50km 무료】 이용하기 👉
[수신거부 : 설정]

2. 크레딧 O (3000이상)
(광고)[쏘카] 예약이 늘고 있어요🔺
🚘주행요금 50km 무료 혜택
+ oo크레딧 할인받고 이용하기👉
[수신거부 : 설정]


[ 접속 D+1 ] 
1. 크레딧 X or 3000미만
(광고)[쏘카] 어제 본 무료 혜택🚨
주행요금 50km+보장상품 무료
👉지금 예약하고 혜택 즉시 받기
[수신거부 : 설정]           

2. 크레딧 O (3000이상)
(광고)[쏘카] 어제 본 무료 혜택🚨
주행요금 50km+보장상품 무료
👉지금 예약하면 oo크레딧 할인까지!
[수신거부 : 설정]        ","- 일 모수: 7.4천
- 기존: 160 (2%) >> 기존 캠페인 대조군 기준
- 목표: 237 (3%)","마지막 탐색존
(default 가지러가기)","주행요금 무료 
보유 크레딧",,Promo_251001-1031_타겟_지아나_세일즈tf-B0-혜택탐색중이탈(h1/d1)_B(Benefit)홈화면-이탈-카셰어링(전체)_푸시_AB테스트,,,"가입 후 7일 지난 유저가 앱 접속 후 예약이 없을 경우 
혜택 리마인드 메시지를 이탈 1시간, 1일과 같이 타이트한 시점으로 발송한다면 
혜택 인지 강화 & 예약 전환에 효과적일 것",,,,,,,,,,,,Variant,21166.0,2017.0,10.0,0.0,0.0,0.0,0.0,Control,2297.0,215.0,9.0,,,,
2025-10-01,True,False,R1_결제 퍼널 이탈_예약 화면 진입,지아나,지아나,,"[총결제요금 프로모션 연장 대응]
ㄴ 총결제요금 프로모션이 ~10/31까지로 연장됨에 따라 해당 소재로 운영 중인 자동화 캠페인 대응 필요
ㄴ 기존 캠페인 기준) 결제 페이지 닫기 클릭 시 전면팝업vs슬라이드업 포맷 abt 
ㄴ abt 결과) 슬라이드업 ctr 11.9% / 전면팝업 ctr 19.9% (+8%p)

ㄴ 디벨롭 방향) 전면팝업 형태로 운영",결제 페이지 닫기 클릭 유저,"🚨방금 그 혜택, 놓치기엔 아까워요.
지금 예약하고 무료 혜택 받기👉","* 기존 캠페인 기준 

- 일 모수: 6.9천
- 목표: 1.6천 (23%)",마지막 탐색존,주행요금 무료,,Promo_251001-1031_타겟_지아나_세일즈tf-R1-결제페이지이탈_R(Reservation)결제페이지-이탈-카셰어링(전체)_인앱메시지_AB테스트,,,"결제페이지에서 이탈한 유저 대상 전면팝업 형태로 
놓칠 뻔한 혜택을 확실히 인지시켜주면 전환에 효과적일 것이다",,,,,,,,,,,,Variant,4432.0,2087.0,47.0,0.0,0.0,0.0,0.0,Control,0.0,0.0,,,,,
